codigo_localidad,anio,casos,sexo,mes,dia_semana,rango_hora,tipo_accidente,circunstancia,condicion_victima,medio_transporte,localidad,ciclo_vital
0,2015,1,Hombre,mayo,viernes,Sin información,Choque con otro vehículo,Exceso de velocidad,Conductor,Bicicleta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,julio,viernes,06:00 a 08:59,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Bicicleta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,agosto,domingo,06:00 a 08:59,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Bicicleta,Sin localidad específica,(12 a 17) Adolescencia
14,2015,1,Hombre,febrero,viernes,Sin información,Choque con objeto fijo o en movimiento,Desobedecer señales de tránsito,Conductor,Bicicleta,Los Mártires,(29 a 59) Adultez
0,2015,1,Hombre,octubre,jueves,09:00 a 11:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Bicicleta,Sin localidad específica,(18 a 28) Juventud
9,2015,1,Hombre,diciembre,sábado,18:00 a 20:59,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Bicicleta,Fontibón,(29 a 59) Adultez
0,2015,1,Hombre,febrero,sábado,15:00 a 17:59,Choque con otro vehículo,Sin información,Conductor,Bicicleta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,febrero,lunes,Sin información,Choque con otro vehículo,Sin información,Conductor,Bicicleta,Sin localidad específica,(12 a 17) Adolescencia
19,2015,1,Hombre,julio,viernes,06:00 a 08:59,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Bicicleta,Ciudad Bolívar,(18 a 28) Juventud
0,2015,1,Hombre,noviembre,sábado,18:00 a 20:59,Choque con otro vehículo,Sin información,Conductor,Bicicleta,Sin localidad específica,(29 a 59) Adultez
18,2015,1,Hombre,marzo,miércoles,18:00 a 20:59,Choque con otro vehículo,Sin información,Conductor,Bicicleta,Rafael Uribe Uribe,(Más de 60) Adulto Mayor
0,2015,1,Hombre,abril,jueves,Sin información,Choque con otro vehículo,Sin información,Conductor,Bicicleta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,julio,viernes,06:00 a 08:59,Choque con otro vehículo,Sin información,Conductor,Bicicleta,Sin localidad específica,(Más de 60) Adulto Mayor
0,2015,1,Hombre,agosto,lunes,15:00 a 17:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Bicicleta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,agosto,martes,12:00 a 14:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Bicicleta,Sin localidad específica,(Más de 60) Adulto Mayor
4,2015,1,Hombre,agosto,domingo,06:00 a 08:59,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Bicicleta,San Cristóbal,(12 a 17) Adolescencia
11,2015,1,Hombre,mayo,lunes,Sin información,Choque con otro vehículo,Exceso de velocidad,Conductor,Bicicleta,Suba,(Más de 60) Adulto Mayor
0,2015,1,Hombre,septiembre,sábado,15:00 a 17:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Bicicleta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,mayo,sábado,06:00 a 08:59,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Bicicleta,Sin localidad específica,(12 a 17) Adolescencia
11,2015,1,Hombre,octubre,sábado,15:00 a 17:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Bicicleta,Suba,(29 a 59) Adultez
0,2015,1,Hombre,septiembre,viernes,06:00 a 08:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Bicicleta,Sin localidad específica,(29 a 59) Adultez
0,2015,1,Hombre,octubre,sábado,15:00 a 17:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Bicicleta,Sin localidad específica,(29 a 59) Adultez
0,2015,1,Mujer,mayo,martes,Sin información,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Bus,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,septiembre,sábado,21:00 a 23:59,Caída del ocupante,Otras circunstancias no especificadas,Pasajero,Bus,Sin localidad específica,(18 a 28) Juventud
2,2015,1,Mujer,abril,miércoles,15:00 a 17:59,Caída del ocupante,Desobedecer señales de tránsito,Pasajero,Bus,Chapinero,(29 a 59) Adultez
0,2015,1,Mujer,abril,martes,06:00 a 08:59,Choque con otro vehículo,Otras circunstancias no especificadas,Pasajero,Bus,Sin localidad específica,(29 a 59) Adultez
14,2015,1,Mujer,abril,martes,06:00 a 08:59,Choque con otro vehículo,Otras circunstancias no especificadas,Pasajero,Bus,Los Mártires,(29 a 59) Adultez
13,2015,1,Hombre,septiembre,sábado,21:00 a 23:59,Caída del ocupante,Otras circunstancias no especificadas,Pasajero,Bus,Teusaquillo,(18 a 28) Juventud
0,2015,1,Mujer,abril,miércoles,15:00 a 17:59,Caída del ocupante,Desobedecer señales de tránsito,Pasajero,Bus,Sin localidad específica,(29 a 59) Adultez
2,2015,1,Mujer,mayo,martes,Sin información,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Bus,Chapinero,(18 a 28) Juventud
0,2015,1,Hombre,febrero,martes,18:00 a 20:59,Sin información,Otras circunstancias no especificadas,Pasajero,Buseta,Sin localidad específica,(29 a 59) Adultez
0,2015,1,Hombre,septiembre,miércoles,06:00 a 08:59,Choque con otro vehículo,Sin información,Pasajero,Buseta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Mujer,noviembre,viernes,06:00 a 08:59,Caída del ocupante,Sin información,Pasajero,Buseta,Sin localidad específica,(29 a 59) Adultez
9,2015,1,Mujer,febrero,viernes,06:00 a 08:59,Caída del ocupante,Otras circunstancias no especificadas,Pasajero,Buseta,Fontibón,(Más de 60) Adulto Mayor
19,2015,1,Hombre,septiembre,miércoles,06:00 a 08:59,Choque con otro vehículo,Sin información,Pasajero,Buseta,Ciudad Bolívar,(18 a 28) Juventud
5,2015,1,Mujer,noviembre,viernes,06:00 a 08:59,Caída del ocupante,Sin información,Pasajero,Buseta,Usme,(29 a 59) Adultez
10,2015,1,Hombre,febrero,martes,18:00 a 20:59,Sin información,Otras circunstancias no especificadas,Pasajero,Buseta,Engativá,(29 a 59) Adultez
0,2015,1,Mujer,febrero,viernes,06:00 a 08:59,Caída del ocupante,Otras circunstancias no especificadas,Pasajero,Buseta,Sin localidad específica,(Más de 60) Adulto Mayor
19,2015,1,Hombre,agosto,miércoles,15:00 a 17:59,Volcamiento,Exceso de velocidad,Conductor,Camioneta,Ciudad Bolívar,(29 a 59) Adultez
13,2015,1,Hombre,agosto,domingo,Sin información,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Camioneta,Teusaquillo,(Más de 60) Adulto Mayor
0,2015,1,Hombre,junio,jueves,12:00 a 14:59,Choque con otro vehículo,Sin información,Pasajero,Camioneta,Sin localidad específica,(00 a 05) Primera Infancia
13,2015,1,Mujer,noviembre,jueves,12:00 a 14:59,Volcamiento,Sin información,Pasajero,Camioneta,Teusaquillo,(12 a 17) Adolescencia
0,2015,1,Hombre,agosto,domingo,Sin información,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Camioneta,Sin localidad específica,(Más de 60) Adulto Mayor
0,2015,1,Hombre,agosto,miércoles,15:00 a 17:59,Volcamiento,Exceso de velocidad,Conductor,Camioneta,Sin localidad específica,(29 a 59) Adultez
0,2015,1,Mujer,noviembre,jueves,12:00 a 14:59,Volcamiento,Sin información,Pasajero,Camioneta,Sin localidad específica,(12 a 17) Adolescencia
11,2015,1,Hombre,junio,jueves,12:00 a 14:59,Choque con otro vehículo,Sin información,Pasajero,Camioneta,Suba,(00 a 05) Primera Infancia
0,2015,1,Hombre,enero,sábado,Sin información,Sin información,Otras circunstancias no especificadas,Pasajero,Camión - furgón,Sin localidad específica,(29 a 59) Adultez
19,2015,1,Hombre,diciembre,viernes,09:00 a 11:59,Sin información,Otras circunstancias no especificadas,Pasajero,Camión - furgón,Ciudad Bolívar,(29 a 59) Adultez
0,2015,1,Hombre,diciembre,viernes,09:00 a 11:59,Sin información,Otras circunstancias no especificadas,Pasajero,Camión - furgón,Sin localidad específica,(29 a 59) Adultez
4,2015,1,Hombre,enero,sábado,Sin información,Sin información,Otras circunstancias no especificadas,Pasajero,Camión - furgón,San Cristóbal,(29 a 59) Adultez
1,2015,1,Mujer,noviembre,lunes,12:00 a 14:59,Choque con objeto fijo o en movimiento,Exceso de velocidad,Pasajero,Campero,Usaquén,(29 a 59) Adultez
0,2015,1,Mujer,noviembre,lunes,12:00 a 14:59,Choque con objeto fijo o en movimiento,Exceso de velocidad,Pasajero,Campero,Sin localidad específica,(29 a 59) Adultez
18,2015,1,Hombre,diciembre,martes,09:00 a 11:59,Volcamiento,Otras circunstancias no especificadas,Conductor,Maquinaria industrial,Rafael Uribe Uribe,(18 a 28) Juventud
0,2015,1,Hombre,diciembre,martes,09:00 a 11:59,Volcamiento,Otras circunstancias no especificadas,Conductor,Maquinaria industrial,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,abril,viernes,03:00 a 05:59,Choque con otro vehículo,Desobedecer señales de tránsito,Pasajero,Microbus,Sin localidad específica,(29 a 59) Adultez
8,2015,1,Hombre,abril,viernes,03:00 a 05:59,Choque con otro vehículo,Desobedecer señales de tránsito,Pasajero,Microbus,Kennedy,(29 a 59) Adultez
8,2015,1,Hombre,marzo,martes,06:00 a 08:59,Caída del ocupante,Otras circunstancias no especificadas,Pasajero,Microbus,Kennedy,(18 a 28) Juventud
0,2015,1,Hombre,marzo,martes,06:00 a 08:59,Caída del ocupante,Otras circunstancias no especificadas,Pasajero,Microbus,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,julio,martes,12:00 a 14:59,Choque con otro vehículo,Sin información,Conductor,Motocarro,Sin localidad específica,(29 a 59) Adultez
11,2015,1,Hombre,julio,martes,12:00 a 14:59,Choque con otro vehículo,Sin información,Conductor,Motocarro,Suba,(29 a 59) Adultez
8,2015,1,Hombre,abril,lunes,06:00 a 08:59,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Motocicleta,Kennedy,(29 a 59) Adultez
2,2015,1,Hombre,marzo,lunes,12:00 a 14:59,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Motocicleta,Chapinero,(18 a 28) Juventud
19,2015,1,Hombre,julio,lunes,18:00 a 20:59,Choque con objeto fijo o en movimiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Ciudad Bolívar,(29 a 59) Adultez
0,2015,1,Hombre,noviembre,martes,18:00 a 20:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
16,2015,1,Hombre,octubre,miércoles,15:00 a 17:59,Choque con otro vehículo,Sin información,Conductor,Motocicleta,Puente Aranda,(29 a 59) Adultez
15,2015,1,Hombre,septiembre,jueves,03:00 a 05:59,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Motocicleta,Antonio Nariño,(29 a 59) Adultez
9,2015,1,Hombre,diciembre,lunes,18:00 a 20:59,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Motocicleta,Fontibón,(18 a 28) Juventud
11,2015,1,Hombre,diciembre,lunes,18:00 a 20:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Motocicleta,Suba,(29 a 59) Adultez
0,2015,1,Hombre,enero,miércoles,12:00 a 14:59,Choque con otro vehículo,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
12,2015,1,Hombre,octubre,lunes,21:00 a 23:59,Choque con otro vehículo,Sin información,Pasajero,Motocicleta,Barrios Unidos,(29 a 59) Adultez
8,2015,1,Hombre,mayo,domingo,15:00 a 17:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Motocicleta,Kennedy,(18 a 28) Juventud
0,2015,1,Hombre,enero,domingo,06:00 a 08:59,Choque con objeto fijo o en movimiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2015,1,Hombre,noviembre,sábado,12:00 a 14:59,Choque con otro vehículo,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,octubre,lunes,21:00 a 23:59,Choque con otro vehículo,Sin información,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
19,2015,1,Hombre,junio,sábado,12:00 a 14:59,Choque con otro vehículo,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(18 a 28) Juventud
0,2015,1,Hombre,marzo,miércoles,00:00 a 02:59,Choque con objeto fijo o en movimiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2015,1,Mujer,septiembre,viernes,03:00 a 05:59,Choque con otro vehículo,Desobedecer señales de tránsito,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
19,2015,1,Mujer,febrero,viernes,Sin información,Caída del ocupante,Malas condiciones de la vía,Conductor,Motocicleta,Ciudad Bolívar,(29 a 59) Adultez
0,2015,1,Mujer,febrero,jueves,09:00 a 11:59,Choque con objeto fijo o en movimiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,septiembre,miércoles,21:00 a 23:59,Volcamiento,Malas condiciones de la vía,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
7,2015,1,Hombre,mayo,lunes,15:00 a 17:59,Choque con otro vehículo,Exceso de velocidad,Conductor,Motocicleta,Bosa,(29 a 59) Adultez
4,2015,1,Hombre,octubre,miércoles,21:00 a 23:59,Choque con otro vehículo,Otras circunstancias no especificadas,Pasajero,Motocicleta,San Cristóbal,(29 a 59) Adultez
0,2015,1,Hombre,mayo,lunes,15:00 a 17:59,Sin información,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
8,2015,1,Hombre,octubre,jueves,21:00 a 23:59,Choque con otro vehículo,Otras circunstancias no especificadas,Pasajero,Motocicleta,Kennedy,(18 a 28) Juventud
6,2015,1,Hombre,septiembre,sábado,15:00 a 17:59,Choque con otro vehículo,Otras circunstancias no especificadas,Pasajero,Motocicleta,Tunjuelito,(29 a 59) Adultez
0,2015,1,Hombre,diciembre,miércoles,03:00 a 05:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
11,2015,1,Mujer,octubre,martes,09:00 a 11:59,Choque con otro vehículo,Sin información,Conductor,Motocicleta,Suba,(18 a 28) Juventud
5,2015,1,Hombre,febrero,lunes,Sin información,Choque con otro vehículo,Posibles fallas mecánicas,Conductor,Motocicleta,Usme,(18 a 28) Juventud
18,2015,1,Hombre,enero,domingo,06:00 a 08:59,Choque con objeto fijo o en movimiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Rafael Uribe Uribe,(29 a 59) Adultez
5,2015,1,Hombre,noviembre,martes,15:00 a 17:59,Choque con otro vehículo,Exceso de velocidad,Conductor,Motocicleta,Usme,(18 a 28) Juventud
0,2015,1,Mujer,diciembre,miércoles,18:00 a 20:59,Choque con otro vehículo,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,mayo,lunes,15:00 a 17:59,Choque con otro vehículo,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2015,1,Hombre,septiembre,sábado,15:00 a 17:59,Choque con otro vehículo,Otras circunstancias no especificadas,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2015,1,Hombre,mayo,domingo,15:00 a 17:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,octubre,miércoles,09:00 a 11:59,Choque con otro vehículo,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2015,1,Hombre,diciembre,lunes,18:00 a 20:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
16,2015,1,Hombre,agosto,sábado,09:00 a 11:59,Sin información,Desobedecer señales de tránsito,Conductor,Motocicleta,Puente Aranda,(29 a 59) Adultez
8,2015,1,Mujer,septiembre,viernes,03:00 a 05:59,Choque con otro vehículo,Desobedecer señales de tránsito,Pasajero,Motocicleta,Kennedy,(29 a 59) Adultez
9,2015,1,Hombre,diciembre,viernes,12:00 a 14:59,Choque con otro vehículo,Otras circunstancias no especificadas,Pasajero,Motocicleta,Fontibón,(12 a 17) Adolescencia
0,2015,1,Mujer,septiembre,miércoles,15:00 a 17:59,Caída del ocupante,Sin información,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2015,1,Hombre,enero,jueves,18:00 a 20:59,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
10,2015,1,Hombre,diciembre,domingo,06:00 a 08:59,Choque con otro vehículo,Sin información,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
0,2015,1,Hombre,marzo,lunes,12:00 a 14:59,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,julio,lunes,18:00 a 20:59,Choque con objeto fijo o en movimiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
19,2015,1,Mujer,noviembre,jueves,06:00 a 08:59,Choque con otro vehículo,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(29 a 59) Adultez
9,2015,1,Mujer,septiembre,miércoles,15:00 a 17:59,Caída del ocupante,Sin información,Pasajero,Motocicleta,Fontibón,(29 a 59) Adultez
0,2015,1,Hombre,diciembre,viernes,06:00 a 08:59,Choque con otro vehículo,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,septiembre,miércoles,21:00 a 23:59,Choque con otro vehículo,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2015,1,Hombre,junio,martes,09:00 a 11:59,Volcamiento,Otras circunstancias no especificadas,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2015,1,Mujer,septiembre,miércoles,09:00 a 11:59,Choque con otro vehículo,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
15,2015,1,Hombre,junio,domingo,21:00 a 23:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Motocicleta,Antonio Nariño,(12 a 17) Adolescencia
12,2015,1,Hombre,diciembre,martes,03:00 a 05:59,Choque con otro vehículo,Desobedecer señales de tránsito,Conductor,Motocicleta,Barrios Unidos,(29 a 59) Adultez
9,2015,1,Hombre,diciembre,sábado,15:00 a 17:59,Choque con otro vehículo,Sin información,Conductor,Motocicleta,Fontibón,(18 a 28) Juventud
11,2015,1,Hombre,enero,sábado,12:00 a 14:59,Choque con otro vehículo,Sin información,Conductor,Motocicleta,Suba,(29 a 59) Adultez
0,2015,1,Hombre,diciembre,martes,06:00 a 08:59,Choque con otro vehículo,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
11,2015,1,Hombre,mayo,sábado,18:00 a 20:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Motocicleta,Suba,(18 a 28) Juventud
0,2015,1,Hombre,marzo,viernes,Sin información,Choque con otro vehículo,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
16,2015,1,Hombre,septiembre,lunes,12:00 a 14:59,Choque con otro vehículo,Sin información,Conductor,Motocicleta,Puente Aranda,(29 a 59) Adultez
19,2015,1,Hombre,diciembre,martes,18:00 a 20:59,Choque con otro vehículo,Otras circunstancias no especificadas,Conductor,Motocicleta,Ciudad Bolívar,(29 a 59) Adultez
12,2015,1,Hombre,noviembre,viernes,06:00 a 08:59,Choque con otro vehículo,Sin información,Conductor,Motocicleta,Barrios Unidos,(29 a 59) Adultez
8,2015,1,Hombre,marzo,viernes,Sin información,Choque con otro vehículo,Exceso de velocidad,Conductor,Motocicleta,Kennedy,(29 a 59) Adultez
0,2015,1,Hombre,agosto,lunes,00:00 a 02:59,Volcamiento,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
